51.77 10.1 0 0.0752
52.24 18.1 0 0.101
52.76 26.7 0 0.115
53.24 34.6 0 0.148
53.76 43.0 0 0.189
54.27 51.7 0 0.389
54.77 60.4 0 0.367
55.24 68.1 0 0.326
55.77 77.3 0 0.573
56.23 84.7 0 0.423
56.77 96.3 0 0.751
